Tag,Datum,Zeit,Home,Away,Resultat,Drittel,OT/SO,Status,Versch.,Stadion,Zus.,TV/Online,Id,Liga,Region,Phase,SVS_Home,SVS_Away,
Di,09/09/2025,19:45:00,HC Ambri-Piotta,EHC Kloten,02:01, 0:0|1:1|1:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6149,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.12,93.55,
Di,09/09/2025,19:45:00,HC Davos,Lausanne HC,04:01, 0:0|1:0|3:1,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",3696,MYSPORTS,2.02611E+13,NL,CH,Regular Season,95.65,85.71,
Di,09/09/2025,19:45:00,Fribourg-Gottéron,HC Lugano,03:02, 1:0|0:1|1:1|1:0,OT,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,92,90,
Di,09/09/2025,19:45:00,Genève-Servette HC,HC Ajoie,05:03, 0:1|2:0|3:2,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6003,MYSPORTS,2.02611E+13,NL,CH,Regular Season,88,90.24,
Di,09/09/2025,19:45:00,SC Rapperswil-Jona Lakers,SCL Tigers,05:01, 2:0|2:0|1:1,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4293,MYSPORTS,2.02611E+13,NL,CH,Regular Season,95.83,89.13,
Di,09/09/2025,19:45:00,ZSC Lions,EHC Biel-Bienne,04:03, 0:1|1:0|3:2,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10152,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,85.71,85.71,
Di,09/09/2025,19:45:00,EV Zug,SC Bern,03:00, 2:0|0:0|1:0,,Ende,FALSE,"OYM hall, 6303 Zug",7073,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,88.89,
Do,11/09/2025,20:00:00,EHC Biel-Bienne,HC Davos,01:04, 1:1|0:2|0:1,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",5705,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,81.25,96.97,
Fr,12/09/2025,19:45:00,HC Ajoie,ZSC Lions,00:04, 0:1|0:3|0:0,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",3963,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.47,100,
Fr,12/09/2025,19:45:00,SC Bern,Genève-Servette HC,02:01, 1:0|0:1|0:0|1:0,SO,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",14523,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.77,96.67,
Fr,12/09/2025,19:45:00,EHC Kloten,SC Rapperswil-Jona Lakers,05:03, 0:2|0:1|5:0,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",5090,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90.91,87.5,
Fr,12/09/2025,19:45:00,HC Lugano,EV Zug,01:02, 0:0|1:2|0:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5160,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,86.67,95.24,
Fr,12/09/2025,19:45:00,Lausanne HC,Fribourg-Gottéron,05:01, 2:0|2:1|1:0,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,95.83,83.33,
Fr,12/09/2025,19:45:00,SCL Tigers,HC Ambri-Piotta,03:02, 2:1|0:1|1:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5685,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.12,90,
Sa,13/09/2025,19:45:00,HC Ambri-Piotta,Lausanne HC,00:03, 0:1|0:1|0:1,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6333,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.1,100,
Sa,13/09/2025,19:45:00,Fribourg-Gottéron,EHC Biel-Bienne,04:00, 1:0|0:0|3:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,87.1,
Sa,13/09/2025,19:45:00,Genève-Servette HC,EHC Kloten,04:02, 1:0|2:1|1:1,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5817,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.1,84.21,
Sa,13/09/2025,19:45:00,SC Rapperswil-Jona Lakers,SC Bern,02:01, 2:1|0:0|0:0,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4678,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.77,94.59,
Sa,13/09/2025,19:45:00,ZSC Lions,HC Lugano,05:01, 1:1|1:0|3:0,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10644,MYSPORTS,2.02611E+13,NL,CH,Regular Season,97.14,84.38,
Sa,13/09/2025,19:45:00,EV Zug,SCL Tigers,03:04, 0:0|3:1|0:2|0:1,OT,Ende,FALSE,"OYM hall, 6303 Zug",7157,MYSPORTS,2.02611E+13,NL,CH,Regular Season,84.62,85.71,
So,14/09/2025,15:45:00,HC Davos,HC Ajoie,06:00, 1:0|2:0|3:0,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4859,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,84.21,
Di,16/09/2025,19:45:00,HC Ajoie,SC Rapperswil-Jona Lakers,02:04, 1:1|0:2|1:1,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",3437,MYSPORTS,2.02611E+13,NL,CH,Regular Season,78.95,93.55,
Di,16/09/2025,19:45:00,SC Bern,HC Ambri-Piotta,03:01, 0:1|2:0|1:0,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",14301,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,95.24,90.32,
Di,16/09/2025,19:45:00,EHC Biel-Bienne,HC Lugano,03:02, 0:0|0:1|2:1|1:0,OT,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",5321,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.47,91.43,
Di,16/09/2025,19:45:00,HC Davos,EHC Kloten,04:02, 2:0|1:1|1:1,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",3492,MYSPORTS,2.02611E+13,NL,CH,Regular Season,91.3,80.95,
Di,16/09/2025,19:45:00,Lausanne HC,Genève-Servette HC,11:00, 2:0|6:0|3:0,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9525,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,100,72.22,
Di,16/09/2025,19:45:00,SCL Tigers,ZSC Lions,02:01, 1:0|0:0|1:1,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5100,MYSPORTS,2.02611E+13,NL,CH,Regular Season,97.37,91.3,
Di,16/09/2025,19:45:00,EV Zug,Fribourg-Gottéron,04:05, 1:1|1:3|2:0|0:1,SO,Ende,FALSE,"OYM hall, 6303 Zug",6879,MYSPORTS,2.02611E+13,NL,CH,Regular Season,78.95,84,
Do,18/09/2025,19:45:00,Genève-Servette HC,Fribourg-Gottéron,03:02, 0:1|1:0|2:1,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5217,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.1,86.36,
Fr,19/09/2025,19:45:00,HC Ambri-Piotta,ZSC Lions,02:05, 1:3|1:1|0:1,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6309,MYSPORTS,2.02611E+13,NL,CH,Regular Season,83.33,93.33,
Fr,19/09/2025,19:45:00,EHC Kloten,EV Zug,02:05, 0:2|1:0|1:3,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4482,MYSPORTS,2.02611E+13,NL,CH,Regular Season,88.46,93.1,
Fr,19/09/2025,19:45:00,HC Lugano,HC Ajoie,02:00, 0:0|1:0|1:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",4950,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,94.29,
Fr,19/09/2025,19:45:00,SC Rapperswil-Jona Lakers,Lausanne HC,00:04, 0:0|0:2|0:2,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4157,MYSPORTS,2.02611E+13,NL,CH,Regular Season,87.1,100,
Fr,19/09/2025,19:45:00,SCL Tigers,HC Davos,03:04, 1:0|1:4|1:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5633,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,82.61,90,
Sa,20/09/2025,19:45:00,EHC Biel-Bienne,HC Ambri-Piotta,03:02, 1:0|1:2|0:0|1:0,SO,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6039,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.59,94.12,
Sa,20/09/2025,19:45:00,HC Davos,HC Lugano,02:00, 2:0|0:0|0:0,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4754,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,93.33,
Sa,20/09/2025,19:45:00,Fribourg-Gottéron,SCL Tigers,05:02, 2:0|3:2|0:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90.91,86.49,
Sa,20/09/2025,19:45:00,Lausanne HC,EHC Kloten,03:05, 2:3|0:2|1:0,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",8933,MYSPORTS,2.02611E+13,NL,CH,Regular Season,75,92.31,
Sa,20/09/2025,19:45:00,ZSC Lions,Genève-Servette HC,02:04, 1:1|0:0|1:3,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10177,MYSPORTS,2.02611E+13,NL,CH,Regular Season,91.3,93.1,
Sa,20/09/2025,19:45:00,EV Zug,SC Rapperswil-Jona Lakers,00:06, 0:2|0:4|0:0,,Ende,FALSE,"OYM hall, 6303 Zug",6992,MYSPORTS,2.02611E+13,NL,CH,Regular Season,75,100,
Sa,20/09/2025,19:50:00,HC Ajoie,SC Bern,04:00, 1:0|3:0|0:0,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4204,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,84.21,
Di,23/09/2025,19:45:00,Fribourg-Gottéron,ZSC Lions,03:02, 0:1|2:1|0:0|1:0,SO,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92,93.1,
Di,23/09/2025,19:45:00,Genève-Servette HC,HC Ambri-Piotta,05:04, 1:2|3:2|1:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5063,MYSPORTS,2.02611E+13,NL,CH,Regular Season,82.61,84.85,
Di,23/09/2025,19:45:00,EHC Kloten,HC Ajoie,02:01, 0:0|1:0|0:1|1:0,OT,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",3725,MYSPORTS,2.02611E+13,NL,CH,Regular Season,95,94.12,
Di,23/09/2025,19:45:00,HC Lugano,SC Bern,00:03, 0:1|0:0|0:2,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",4545,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.5,100,
Di,23/09/2025,19:45:00,Lausanne HC,SCL Tigers,04:01, 2:0|2:0|0:1,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",7718,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.74,90.7,
Di,23/09/2025,19:45:00,SC Rapperswil-Jona Lakers,EHC Biel-Bienne,05:02, 2:0|0:1|3:1,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",3854,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.31,88.24,
Di,23/09/2025,19:45:00,EV Zug,HC Davos,03:04, 1:2|1:0|1:1|0:1,SO,Ende,FALSE,"OYM hall, 6303 Zug",7450,MYSPORTS,2.02611E+13,NL,CH,Regular Season,91.43,89.66,
Fr,26/09/2025,19:45:00,HC Ajoie,Fribourg-Gottéron,02:05, 0:2|1:1|1:2,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4575,MYSPORTS,2.02611E+13,NL,CH,Regular Season,81.48,93.33,
Fr,26/09/2025,19:45:00,HC Ambri-Piotta,EV Zug,00:04, 0:0|0:1|0:3,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6328,MYSPORTS,2.02611E+13,NL,CH,Regular Season,87.5,100,
Fr,26/09/2025,19:45:00,SC Bern,EHC Kloten,00:01, 0:1|0:0|0:0,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",15421,MYSPORTS,2.02611E+13,NL,CH,Regular Season,95,100,
Fr,26/09/2025,19:45:00,Genève-Servette HC,SC Rapperswil-Jona Lakers,03:04, 1:2|2:1|0:1,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5387,MYSPORTS,2.02611E+13,NL,CH,Regular Season,82.61,91.67,
Fr,26/09/2025,19:45:00,HC Lugano,Lausanne HC,04:05, 1:1|2:2|1:2,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",4702,MYSPORTS,2.02611E+13,NL,CH,Regular Season,85.29,87.1,
Fr,26/09/2025,19:45:00,SCL Tigers,EHC Biel-Bienne,03:04, 0:1|2:1|1:1|0:1,SO,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5605,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90.62,92.11,
Fr,26/09/2025,19:45:00,ZSC Lions,HC Davos,02:05, 1:3|1:0|0:2,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",12000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,80.95,93.33,
Sa,27/09/2025,19:45:00,EHC Biel-Bienne,HC Ajoie,05:04, 1:0|1:1|2:3|1:0,SO,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6151,MYSPORTS,2.02611E+13,NL,CH,Regular Season,75,91.49,
Sa,27/09/2025,19:45:00,HC Davos,Genève-Servette HC,03:02, 1:2|0:0|1:0|1:0,SO,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4914,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.59,94.12,
Sa,27/09/2025,19:45:00,Fribourg-Gottéron,HC Ambri-Piotta,03:01, 1:1|1:0|1:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.74,93.1,
Sa,27/09/2025,19:45:00,EHC Kloten,SCL Tigers,02:03, 0:1|1:1|1:0|0:1,SO,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4209,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.55,92.59,
Sa,27/09/2025,19:45:00,SC Rapperswil-Jona Lakers,HC Lugano,01:04, 0:0|1:2|0:2,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4938,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.1,97.06,
Sa,27/09/2025,19:45:00,EV Zug,ZSC Lions,02:01, 0:1|0:0|1:0|1:0,OT,Ende,FALSE,"OYM hall, 6303 Zug",7450,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,95.83,91.3,
So,28/09/2025,14:00:00,Lausanne HC,SC Bern,06:03, 3:1|1:1|2:1,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,91.43,80.77,
Di,30/09/2025,19:45:00,HC Ajoie,Lausanne HC,01:02, 1:2|0:0|0:0,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",3761,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.31,95.65,
Di,30/09/2025,19:45:00,SC Bern,Fribourg-Gottéron,01:05, 0:0|1:3|0:2,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",15093,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,76.19,95.24,
Di,30/09/2025,19:45:00,EHC Biel-Bienne,EV Zug,02:00, 0:0|1:0|1:0,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",5481,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,92.59,
Di,30/09/2025,19:45:00,HC Lugano,HC Ambri-Piotta,01:02, 0:1|1:0|0:1,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",6733,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,93.33,95.83,
Di,30/09/2025,19:45:00,SC Rapperswil-Jona Lakers,HC Davos,04:03, 2:1|1:0|0:2|1:0,SO,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5727,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.66,90.91,
Di,30/09/2025,19:45:00,SCL Tigers,Genève-Servette HC,03:04, 0:1|1:1|2:2,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5022,MYSPORTS,2.02611E+13,NL,CH,Regular Season,85.71,92.5,
Di,30/09/2025,19:45:00,ZSC Lions,EHC Kloten,02:00, 2:0|0:0|0:0,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11343,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,92.86,
Mi,01/10/2025,19:45:00,Lausanne HC,EHC Kloten,02:01, 2:0|0:1|0:0,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",7918,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.55,87.5,
Fr,03/10/2025,19:45:00,Fribourg-Gottéron,SC Rapperswil-Jona Lakers,02:03, 1:2|1:1|0:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,MYSPORTS,2.02611E+13,NL,CH,Regular Season,88.89,92.59,
Fr,03/10/2025,19:45:00,Genève-Servette HC,HC Lugano,01:05, 1:1|0:2|0:2,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5584,MYSPORTS,2.02611E+13,NL,CH,Regular Season,80.95,96,
Fr,03/10/2025,19:45:00,EHC Kloten,EHC Biel-Bienne,02:01, 0:1|1:0|1:0,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4053,MYSPORTS,2.02611E+13,NL,CH,Regular Season,97.06,90.91,
Fr,03/10/2025,19:45:00,SCL Tigers,HC Ajoie,01:00, 1:0|0:0|0:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5411,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,97.14,
Fr,03/10/2025,19:45:00,ZSC Lions,SC Bern,07:03, 2:2|2:0|3:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10906,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,87.5,79.31,
Fr,03/10/2025,19:45:00,EV Zug,Lausanne HC,04:02, 2:1|1:0|1:1,,Ende,FALSE,"OYM hall, 6303 Zug",7140,MYSPORTS,2.02611E+13,NL,CH,Regular Season,91.3,85.71,
Sa,04/10/2025,19:45:00,HC Ajoie,EV Zug,01:03, 0:1|1:1|0:1,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4157,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90.91,95.65,
Sa,04/10/2025,19:45:00,SC Bern,SCL Tigers,02:01, 1:0|1:1|0:0,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",16131,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.43,92.59,
Sa,04/10/2025,19:45:00,HC Davos,Fribourg-Gottéron,04:02, 1:1|0:0|3:1,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",5727,MYSPORTS,2.02611E+13,NL,CH,Regular Season,88.89,92.59,
Sa,04/10/2025,19:45:00,Lausanne HC,ZSC Lions,01:03, 1:0|0:2|0:1,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.29,96.97,
Sa,04/10/2025,19:45:00,SC Rapperswil-Jona Lakers,HC Ambri-Piotta,04:02, 2:0|1:0|1:2,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5075,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.59,90,
So,05/10/2025,14:00:00,EHC Biel-Bienne,Genève-Servette HC,08:00, 1:0|3:0|4:0,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6325,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,73.33,
So,05/10/2025,14:00:00,HC Lugano,EHC Kloten,05:04, 1:1|1:2|2:1|1:0,SO,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5468,MYSPORTS,2.02611E+13,NL,CH,Regular Season,85.71,88.57,
So,05/10/2025,15:45:00,HC Ambri-Piotta,HC Davos,04:06, 1:2|2:1|1:3,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6605,MYSPORTS,2.02611E+13,NL,CH,Regular Season,81.48,85.71,
Do,09/10/2025,20:00:00,Fribourg-Gottéron,EHC Kloten,04:03, 0:0|1:0|2:3|1:0,SO,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90.91,90,
Fr,10/10/2025,19:45:00,HC Ambri-Piotta,HC Ajoie,03:02, 1:1|2:0|0:1,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6546,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.1,93.1,
Fr,10/10/2025,19:45:00,HC Lugano,SCL Tigers,02:05, 1:1|1:1|0:3,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",4811,MYSPORTS,2.02611E+13,NL,CH,Regular Season,80.77,93.75,
Fr,10/10/2025,19:45:00,Lausanne HC,EHC Biel-Bienne,03:04, 0:2|3:1|0:1,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9505,"MYSPORTS,TV24,LEMANBLEU,3PLUS,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,86.67,86.96,
Fr,10/10/2025,19:45:00,SC Rapperswil-Jona Lakers,ZSC Lions,03:02, 2:0|1:2|0:0,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5962,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.33,86.36,
Fr,10/10/2025,19:45:00,EV Zug,Genève-Servette HC,01:04, 0:0|0:2|1:2,,Ende,FALSE,"OYM hall, 6303 Zug",7034,MYSPORTS,2.02611E+13,NL,CH,Regular Season,84.62,97.14,
Sa,11/10/2025,19:45:00,SC Bern,EV Zug,03:00, 0:0|2:0|1:0,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",16322,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,100,94.12,
Sa,11/10/2025,19:45:00,EHC Biel-Bienne,Fribourg-Gottéron,02:01, 0:0|1:1|0:0|1:0,SO,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6556,MYSPORTS,2.02611E+13,NL,CH,Regular Season,97.44,95.24,
Sa,11/10/2025,19:45:00,EHC Kloten,HC Davos,02:03, 1:0|1:1|0:2,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",6151,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.66,92,
Sa,11/10/2025,19:45:00,SCL Tigers,SC Rapperswil-Jona Lakers,01:04, 0:2|0:1|1:1,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5726,MYSPORTS,2.02611E+13,NL,CH,Regular Season,86.96,97.44,
Sa,11/10/2025,19:45:00,ZSC Lions,HC Ambri-Piotta,01:02, 1:1|0:0|0:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11078,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,92.86,96.43,
So,12/10/2025,14:00:00,HC Ajoie,HC Lugano,01:02, 1:0|0:1|0:1,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4720,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.44,94.44,
So,12/10/2025,14:01:00,Genève-Servette HC,Lausanne HC,05:03, 1:1|3:2|1:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",7135,MYSPORTS,2.02611E+13,NL,CH,Regular Season,88.89,80,
So,12/10/2025,15:45:00,HC Davos,SC Bern,02:01, 2:0|0:0|0:1,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96,91.3,
Do,16/10/2025,20:00:00,HC Lugano,HC Davos,00:03, 0:1|0:0|0:2,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5696,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,87.5,100,
Fr,17/10/2025,19:45:00,HC Ajoie,EHC Kloten,00:03, 0:0|0:1|0:2,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4141,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90.91,100,
Fr,17/10/2025,19:45:00,HC Ambri-Piotta,SCL Tigers,02:04, 1:2|1:2|0:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6356,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,81.82,94.44,
Fr,17/10/2025,19:45:00,SC Bern,Lausanne HC,00:02, 0:1|0:0|0:1,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",14793,MYSPORTS,2.02611E+13,NL,CH,Regular Season,95.45,100,
Fr,17/10/2025,19:45:00,EHC Biel-Bienne,SC Rapperswil-Jona Lakers,04:06, 1:1|3:2|0:3,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",5931,MYSPORTS,2.02611E+13,NL,CH,Regular Season,82.76,82.61,
Fr,17/10/2025,19:45:00,Fribourg-Gottéron,Genève-Servette HC,06:02, 2:0|3:1|1:1,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9280,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,75,
Fr,17/10/2025,19:45:00,ZSC Lions,EV Zug,02:03, 0:1|1:1|1:0|0:1,SO,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11529,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,95.24,
Sa,18/10/2025,19:45:00,HC Davos,ZSC Lions,03:01, 1:0|0:0|2:1,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.55,93.1,
Sa,18/10/2025,19:45:00,Genève-Servette HC,SC Bern,02:01, 0:0|0:0|1:1|1:0,OT,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",7135,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.67,92.31,
Sa,18/10/2025,19:45:00,EHC Kloten,HC Ambri-Piotta,01:03, 0:1|0:0|1:2,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",5474,MYSPORTS,2.02611E+13,NL,CH,Regular Season,81.25,96.67,
Sa,18/10/2025,19:45:00,Lausanne HC,HC Lugano,01:05, 1:2|0:1|0:2,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,78.26,96.3,
