Tag,Datum,Zeit,Home,Away,Resultat,Drittel,OT/SO,Status,Versch.,Stadion,Zus.,TV/Online,Id,Liga,Region,Phase,SVS_Home,SVS_Away,
Fr,27/02/2026,19:45:00,EHC Biel-Bienne,EV Zug,02:03, 1:0|0:1|1:2,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6497,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,27/02/2026,19:45:00,Genève-Servette HC,SC Bern,04:03, 2:1|1:2|0:0|1:0,OT,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",7135,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,27/02/2026,19:45:00,EHC Kloten,SCL Tigers,03:01, 1:0|0:1|2:0,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",5168,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,27/02/2026,19:45:00,Lausanne HC,ZSC Lions,03:04, 0:1|0:0|3:2|0:1,SO,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,27/02/2026,19:45:00,SC Rapperswil-Jona Lakers,Fribourg-Gottéron,02:03, 1:0|1:1|0:2,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5515,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,28/02/2026,19:45:00,SC Bern,EHC Biel-Bienne,02:03, 2:2|0:0|0:1,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",16806,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Sa,28/02/2026,19:45:00,HC Davos,EHC Kloten,00:02, 0:1|0:1|0:0,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,28/02/2026,19:45:00,HC Lugano,Lausanne HC,01:04, 0:2|0:1|1:1,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5725,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,28/02/2026,19:45:00,SCL Tigers,SC Rapperswil-Jona Lakers,03:04, 0:1|1:2|2:1,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",6000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,28/02/2026,19:45:00,ZSC Lions,Genève-Servette HC,02:03, 2:1|0:1|0:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",12000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,28/02/2026,19:45:00,EV Zug,HC Ambri-Piotta,04:01, 0:0|2:1|2:0,,Ende,FALSE,"OYM hall, 6303 Zug",7450,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,HC Ajoie,HC Ambri-Piotta,02:03, 0:1|1:1|1:0|0:1,SO,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",3913,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,SC Bern,EV Zug,02:01, 0:1|1:0|0:0|1:0,SO,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",15553,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,Genève-Servette HC,EHC Biel-Bienne,05:03, 2:1|2:1|1:1,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",7135,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,HC Lugano,ZSC Lions,01:04, 0:1|1:2|0:1,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5640,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,Lausanne HC,HC Davos,02:06, 1:1|1:2|0:3,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,SC Rapperswil-Jona Lakers,EHC Kloten,06:04, 0:1|3:1|3:2,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4995,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,05/03/2026,19:45:00,SCL Tigers,Fribourg-Gottéron,03:04, 0:2|2:0|1:2,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",6000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,HC Ajoie,Genève-Servette HC,02:06, 1:2|1:4|0:0,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4275,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,HC Ambri-Piotta,SC Bern,04:01, 1:0|1:1|2:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6775,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,EHC Biel-Bienne,SCL Tigers,05:01, 0:1|2:0|3:0,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6556,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,Fribourg-Gottéron,Lausanne HC,03:04, 1:2|1:2|1:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,EHC Kloten,HC Lugano,02:01, 0:1|0:0|1:0|1:0,OT,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",6404,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,ZSC Lions,HC Davos,01:02, 0:2|1:0|0:0,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",12000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,07/03/2026,19:45:00,EV Zug,SC Rapperswil-Jona Lakers,02:03, 0:0|0:2|2:0|0:1,OT,Ende,FALSE,"OYM hall, 6303 Zug",7450,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,SC Bern,Fribourg-Gottéron,03:04, 0:2|2:0|1:2,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",16471,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,HC Davos,EHC Biel-Bienne,05:02, 2:0|2:0|1:2,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4656,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,Genève-Servette HC,EHC Kloten,07:00, 2:0|3:0|2:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6342,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,HC Lugano,EV Zug,04:01, 2:0|0:0|2:1,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5941,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,Lausanne HC,HC Ajoie,02:03, 0:0|2:2|0:0|0:1,SO,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,SC Rapperswil-Jona Lakers,HC Ambri-Piotta,06:02, 2:1|0:0|4:1,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4562,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mo,09/03/2026,19:45:00,SCL Tigers,ZSC Lions,00:02, 0:0|0:2|0:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5416,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
