Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;TV/Online;Id;Liga;Region;Phase
Mo;26.01.2026;19:45;Genève-Servette HC;HC Ambri-Piotta; 3:4; 0:0|2:1|1:2|0:1;OT;Ende;False;Les Vernets, 1227 Les Acacias GE;5938;MYSPORTS,TELETICINO;20261105000298;NL;CH;Regular Season
Di;27.01.2026;19:45;EHC Biel-Bienne;HC Ajoie; 6:3; 2:0|1:1|3:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6131;MYSPORTS;20261105000302;NL;CH;Regular Season
Di;27.01.2026;19:45;HC Davos;EV Zug; 4:1; 2:0|0:0|2:1;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;6076;MYSPORTS;20261105000303;NL;CH;Regular Season
Di;27.01.2026;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 4:3; 1:0|1:3|1:0|1:0;OT;Ende;False;BCF Arena, 1700 Fribourg FR;9372;MYSPORTS;20261105000304;NL;CH;Regular Season
Di;27.01.2026;19:45;EHC Kloten;ZSC Lions; 2:4; 0:1|0:1|2:2;;Ende;False;SWISS Arena, 8302 Kloten ZH;6296;MYSPORTS;20261105000305;NL;CH;Regular Season
Di;27.01.2026;19:45;HC Lugano;SC Rapperswil-Jona Lakers; 7:3; 3:0|0:3|4:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;5072;MYSPORTS;20261105000306;NL;CH;Regular Season
Di;27.01.2026;19:45;SCL Tigers;SC Bern; 3:4; 1:0|1:3|1:0|0:1;OT;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;6000;MYSPORTS,TV24,3PLUS;20261105000308;NL;CH;Regular Season
Do;29.01.2026;19:45;HC Ambri-Piotta;HC Lugano; 3:2; 1:1|1:0|1:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6775;MYSPORTS,TELETICINO;20261105000309;NL;CH;Regular Season
Do;29.01.2026;19:45;Genève-Servette HC;Fribourg-Gottéron; 3:5; 1:4|0:0|2:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;7135;MYSPORTS;20261105000311;NL;CH;Regular Season
Do;29.01.2026;19:45;SC Rapperswil-Jona Lakers;HC Davos; 3:4; 1:0|0:2|2:2;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;6025;MYSPORTS;20261105000314;NL;CH;Regular Season
Fr;30.01.2026;19:45;EHC Biel-Bienne;ZSC Lions; 1:5; 1:1|0:2|0:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6382;MYSPORTS;20261105000317;NL;CH;Regular Season
Fr;30.01.2026;19:45;HC Davos;SC Bern; 2:1; 0:0|2:1|0:0;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;6547;MYSPORTS,TV24,3PLUS;20261105000318;NL;CH;Regular Season
Fr;30.01.2026;19:45;Fribourg-Gottéron;EHC Kloten; 3:2; 1:0|0:1|1:1|1:0;OT;Ende;False;BCF Arena, 1700 Fribourg FR;9372;MYSPORTS;20261105000319;NL;CH;Regular Season
Fr;30.01.2026;19:45;EV Zug;Lausanne HC; 1:4; 0:1|0:1|1:2;;Ende;False;OYM hall, 6303 Zug;7371;MYSPORTS;20261105000322;NL;CH;Regular Season
Fr;30.01.2026;19:50;HC Ajoie;SC Rapperswil-Jona Lakers; 2:5; 0:2|0:1|2:2;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4153;MYSPORTS;20261105000316;NL;CH;Regular Season
Sa;31.01.2026;19:45;ZSC Lions;EV Zug; 2:4; 0:0|0:1|2:3;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;12000;MYSPORTS;20261105000315;NL;CH;Regular Season
Sa;31.01.2026;19:45;HC Lugano;Genève-Servette HC; 5:1; 1:0|0:1|4:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;5602;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000320;NL;CH;Regular Season
Sa;31.01.2026;19:45;SCL Tigers;HC Ambri-Piotta; 6:3; 0:0|2:1|4:2;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;6000;MYSPORTS;20261105000321;NL;CH;Regular Season
So;01.02.2026;14:00;SC Bern;HC Ajoie; 5:0; 1:0|2:0|2:0;;Ende;False;PostFinance Arena, 3014 Bern BE;17031;MYSPORTS;20261105000310;NL;CH;Regular Season
So;01.02.2026;14:00;EHC Kloten;EHC Biel-Bienne; 3:2; 0:0|0:1|2:1|1:0;OT;Ende;False;SWISS Arena, 8302 Kloten ZH;6189;MYSPORTS;20261105000312;NL;CH;Regular Season
So;01.02.2026;15:45;HC Davos;Fribourg-Gottéron; 5:2; 2:1|1:0|2:1;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;6547;MYSPORTS;20261105000276;NL;CH;Regular Season
Di;24.02.2026;19:45;HC Ambri-Piotta;Lausanne HC; 3:2; 0:2|2:0|0:0|1:0;OT;Ende;False;Gottardo Arena, 6775 Ambri TI;6093;MYSPORTS;20261105000323;NL;CH;Regular Season
Di;24.02.2026;19:45;SC Bern;EHC Kloten; 1:2; 1:0|0:0|0:1|0:1;OT;Ende;False;PostFinance Arena, 3014 Bern BE;14789;MYSPORTS;20261105000324;NL;CH;Regular Season
Di;24.02.2026;19:45;HC Davos;SCL Tigers; 4:3; 1:0|1:3|2:0;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;6130;MYSPORTS;20261105000325;NL;CH;Regular Season
Di;24.02.2026;19:45;HC Lugano;EHC Biel-Bienne; 3:4; 2:1|0:2|1:0|0:1;SO;Ende;False;Cornèr Arena, 6948 Porza Ti;4922;MYSPORTS;20261105000326;NL;CH;Regular Season
Di;24.02.2026;19:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 4:1; 1:1|1:0|2:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4086;MYSPORTS;20261105000327;NL;CH;Regular Season
Di;24.02.2026;19:45;ZSC Lions;HC Ajoie; 2:1; 1:0|1:1|0:0;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;11263;MYSPORTS;20261105000328;NL;CH;Regular Season
Di;24.02.2026;19:45;EV Zug;Fribourg-Gottéron; 1:3; 0:1|1:0|0:2;;Ende;False;OYM hall, 6303 Zug;7194;MYSPORTS,TV24,3PLUS;20261105000329;NL;CH;Regular Season
Fr;27.02.2026;19:45;HC Ajoie;HC Lugano; 0:1; 0:0|0:1|0:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4235;MYSPORTS;20261105000330;NL;CH;Regular Season
Fr;27.02.2026;19:45;HC Ambri-Piotta;HC Davos; 2:5; 1:1|0:2|1:2;;Ende;False;Gottardo Arena, 6775 Ambri TI;6765;MYSPORTS;20261105000331;NL;CH;Regular Season
Fr;27.02.2026;19:45;EHC Biel-Bienne;EV Zug; 2:3; 1:0|0:1|1:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6497;MYSPORTS;20261105000332;NL;CH;Regular Season
Fr;27.02.2026;19:45;Genève-Servette HC;SC Bern; 4:3; 2:1|1:2|0:0|1:0;OT;Ende;False;Les Vernets, 1227 Les Acacias GE;7135;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000333;NL;CH;Regular Season
Fr;27.02.2026;19:45;EHC Kloten;SCL Tigers; 3:1; 1:0|0:1|2:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;5168;MYSPORTS,TV24,3PLUS;20261105000334;NL;CH;Regular Season
Fr;27.02.2026;19:45;Lausanne HC;ZSC Lions; 3:4; 0:1|0:0|3:2|0:1;SO;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS;20261105000335;NL;CH;Regular Season
Fr;27.02.2026;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 2:3; 1:0|1:1|0:2;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;5515;MYSPORTS;20261105000336;NL;CH;Regular Season
Sa;28.02.2026;19:45;SC Bern;EHC Biel-Bienne; 2:3; 2:2|0:0|0:1;;Ende;False;PostFinance Arena, 3014 Bern BE;16806;MYSPORTS,TV24,3PLUS;20261105000337;NL;CH;Regular Season
Sa;28.02.2026;19:45;HC Davos;EHC Kloten; 0:2; 0:1|0:1|0:0;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;6547;MYSPORTS;20261105000338;NL;CH;Regular Season
Sa;28.02.2026;19:45;HC Lugano;Lausanne HC; 1:4; 0:2|0:1|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5725;MYSPORTS;20261105000340;NL;CH;Regular Season
Sa;28.02.2026;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 3:4; 0:1|1:2|2:1;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;6000;MYSPORTS;20261105000341;NL;CH;Regular Season
Sa;28.02.2026;19:45;ZSC Lions;Genève-Servette HC; 2:3; 2:1|0:1|0:1;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;12000;MYSPORTS;20261105000342;NL;CH;Regular Season
Sa;28.02.2026;19:45;EV Zug;HC Ambri-Piotta; 4:1; 0:0|2:1|2:0;;Ende;False;OYM hall, 6303 Zug;7450;MYSPORTS;20261105000343;NL;CH;Regular Season
Do;05.03.2026;19:45;HC Ajoie;HC Ambri-Piotta; 2:3; 0:1|1:1|1:0|0:1;SO;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3913;MYSPORTS;20261105000344;NL;CH;Regular Season
Do;05.03.2026;19:45;SC Bern;EV Zug; 2:1; 0:1|1:0|0:0|1:0;SO;Ende;False;PostFinance Arena, 3014 Bern BE;15553;MYSPORTS,TV24,3PLUS;20261105000345;NL;CH;Regular Season
Do;05.03.2026;19:45;Genève-Servette HC;EHC Biel-Bienne; 5:3; 2:1|2:1|1:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;7135;MYSPORTS;20261105000346;NL;CH;Regular Season
Do;05.03.2026;19:45;HC Lugano;ZSC Lions; 1:4; 0:1|1:2|0:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5640;MYSPORTS;20261105000347;NL;CH;Regular Season
Do;05.03.2026;19:45;Lausanne HC;HC Davos; 2:6; 1:1|1:2|0:3;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS;20261105000348;NL;CH;Regular Season
Do;05.03.2026;19:45;SC Rapperswil-Jona Lakers;EHC Kloten; 6:4; 0:1|3:1|3:2;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4995;MYSPORTS;20261105000349;NL;CH;Regular Season
Do;05.03.2026;19:45;SCL Tigers;Fribourg-Gottéron; 3:4; 0:2|2:0|1:2;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;6000;MYSPORTS;20261105000350;NL;CH;Regular Season
Sa;07.03.2026;19:45;HC Ajoie;Genève-Servette HC; 2:6; 1:2|1:4|0:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4275;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000351;NL;CH;Regular Season
Sa;07.03.2026;19:45;HC Ambri-Piotta;SC Bern; 4:1; 1:0|1:1|2:0;;Ende;False;Gottardo Arena, 6775 Ambri TI;6775;MYSPORTS;20261105000352;NL;CH;Regular Season
Sa;07.03.2026;19:45;EHC Biel-Bienne;SCL Tigers; 5:1; 0:1|2:0|3:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6556;MYSPORTS;20261105000353;NL;CH;Regular Season
Sa;07.03.2026;19:45;Fribourg-Gottéron;Lausanne HC; 3:4; 1:2|1:2|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;9372;MYSPORTS;20261105000354;NL;CH;Regular Season
Sa;07.03.2026;19:45;EHC Kloten;HC Lugano; 2:1; 0:1|0:0|1:0|1:0;OT;Ende;False;SWISS Arena, 8302 Kloten ZH;6404;MYSPORTS;20261105000355;NL;CH;Regular Season
Sa;07.03.2026;19:45;ZSC Lions;HC Davos; 1:2; 0:2|1:0|0:0;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;12000;MYSPORTS;20261105000356;NL;CH;Regular Season
Sa;07.03.2026;19:45;EV Zug;SC Rapperswil-Jona Lakers; 2:3; 0:0|0:2|2:0|0:1;OT;Ende;False;OYM hall, 6303 Zug;7450;MYSPORTS;20261105000357;NL;CH;Regular Season
Mo;09.03.2026;19:45;SC Bern;Fribourg-Gottéron; 3:4; 0:2|2:0|1:2;;Ende;False;PostFinance Arena, 3014 Bern BE;16471;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000358;NL;CH;Regular Season
Mo;09.03.2026;19:45;HC Davos;EHC Biel-Bienne; 5:2; 2:0|2:0|1:2;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;4656;MYSPORTS;20261105000359;NL;CH;Regular Season
Mo;09.03.2026;19:45;Genève-Servette HC;EHC Kloten; 7:0; 2:0|3:0|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6342;MYSPORTS;20261105000360;NL;CH;Regular Season
Mo;09.03.2026;19:45;HC Lugano;EV Zug; 4:1; 2:0|0:0|2:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;5941;MYSPORTS,TELETICINO;20261105000361;NL;CH;Regular Season
Mo;09.03.2026;19:45;Lausanne HC;HC Ajoie; 2:3; 0:0|2:2|0:0|0:1;SO;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS;20261105000362;NL;CH;Regular Season
Mo;09.03.2026;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 6:2; 2:1|0:0|4:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4562;MYSPORTS;20261105000363;NL;CH;Regular Season
Mo;09.03.2026;19:45;SCL Tigers;ZSC Lions; 0:2; 0:0|0:2|0:0;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5416;MYSPORTS,TV24,3PLUS;20261105000364;NL;CH;Regular Season
